order_date,sales
2014-12-06,1581.0
2014-12-07,1729.0
2014-12-08,710.0
2014-12-09,5565.0
2014-12-11,1814.0
2014-12-12,2824.0
2014-12-14,581.0
2014-12-15,3898.0
2014-12-16,307.0
2014-12-17,858.0
2014-12-18,2027.0
2014-12-19,3647.0
2014-12-20,1896.0
2014-12-21,377.0
2014-12-22,2141.0
2014-12-23,7442.0
2014-12-24,1926.0
2014-12-25,6232.0
2014-12-26,2700.0
2014-12-27,815.0
2014-12-28,177.0
2014-12-29,1656.0
2014-12-30,2917.0
2014-12-31,714.0
